OBJECTID,LINKID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_SOURCE_ID,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,DATA_CUSTODIAN_EMAIL,METADATA_URL,Shape__Length
46584,796601,2017/11/01 04:00:00+00,SC-1034E (Accomack County),R-VA001SC01034EB,  0101034     ,01-1034 Withams Rd 2,01-1033 Withams Rd 1,Cul-de-Sac,70,R,,,,,,,X,,X,,,X,Bidirectional,0.023,Accomack County,0.12,Accomack County,,,796601,1,1,48000,SC-1034E (Accomack County) - ADT 70,Hampton Roads,Hampton Roads,SC,1486972,,,185.073904771326
46587,747037,2016/10/14 04:00:00+00,SC-622E (James City County),R-VA047SC00622EB,  4700622     ,47-622 Racefield Dr,New Kent County Line,47-621 Stewarts Rd,700,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,1.3,James City County,,,747037,1,1,48000,SC-622E (James City County) - ADT 700,Hampton Roads,Hampton Roads,SC,1981555,,,2519.73474535125
46612,701014,2017/10/25 04:00:00+00,SC-3008N (Accomack County),R-VA001SC03008NB,  0103008     ,01-3008 Short St,01-3002 Stockton Ave,01-3001 Ellis St,46,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.05,Accomack County,,,701014,1,1,48000,SC-3008N (Accomack County) - ADT 46,Hampton Roads,Hampton Roads,SC,1487225,,,91.4478827553689
46627,746840,2017/02/08 05:00:00+00,SC-1602E (Isle of Wight County),R-VA046SC01602EB,  4601602     ,46-1602 Washington Ave,46-691 Jamestown Lane,46-1604 Pocahontas Ave,480,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.02,Isle of Wight County,,,746840,1,1,48000,SC-1602E (Isle of Wight County) - ADT 480,Hampton Roads,Hampton Roads,SC,1522433,,,30.5510418619802
46642,779099,2016/04/21 04:00:00+00,SC-710N (York County),R-VA099SC00710NB,  9900710     ,99-710 Lodge Rd,Dead End,99-770 Cemetery Lane,40,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.22,York County,,,779099,1,1,24000,SC-710N (York County) - ADT 40,Hampton Roads,Hampton Roads,SC,1711461,,,403.943232655845
46650,756455,2016/06/21 04:00:00+00,SC-673N (Northampton County),R-VA065SC00673NB,  6500673     ,65-673 Harrington Dr,65-600 Seaside Rd,Dead End,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Northampton County,0.4,Northampton County,,,756455,1,1,48000,SC-673N (Northampton County) - ADT 80,Hampton Roads,Hampton Roads,SC,1911708,,,498.479155647387
46652,700486,2017/08/22 04:00:00+00,SC-761E (Accomack County),R-VA001SC00761EB,  0100761     ,01-761 Acorn Dr,Dead End,01-654 Acorn Dr,150,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.37,Accomack County,,,700486,1,1,48000,SC-761E (Accomack County) - ADT 150,Hampton Roads,Hampton Roads,SC,1486816,,,738.157958055208
46657,700959,2017/10/24 04:00:00+00,SC-2304E (Accomack County),R-VA001SC02304EB,  0102304     ,01-2304 Depot St,"01-709; 01-710",US 13 Lankford Hwy,610,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.05,Accomack County,,,700959,1,1,48000,SC-2304E (Accomack County) - ADT 610,Hampton Roads,Hampton Roads,SC,2157255,,,139.046982456876
46664,775268,2018/03/07 05:00:00+00,SC-1202E (Surry County),R-VA090SC01202EB,  9001202     ,90-1202 Villa Rd,90-613 Mancha Ave,Dead End,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Surry County,0.44,Surry County,,,775268,1,1,48000,SC-1202E (Surry County) - ADT 140,Hampton Roads,Hampton Roads,SC,2046155,,,757.457363187288
46681,300370,2021/01/01 05:00:00+00,SC-681N (Sussex County),R-VA091SC00681NB,  9100681     ,91-681 Concord Sappony Rd,91-619 Walkers Mill Rd,91-630 Little Mill Rd,90,G,97.26027,0,0.68493,1.36986,0.68493,0,C,0.1429,F,0.5556,90,G,Bidirectional,0,Sussex County,5.16,Sussex County,0,0,300370,1,1,200000,SC-681N (Sussex County) - ADT 90,Hampton Roads,Hampton Roads,SC,1833083,,,10035.0022484392
46698,779572,2016/03/23 04:00:00+00,SC-1281N (York County),R-VA099SC01281NB,  9901281     ,99-1281 Rosewood Lane,"99-1282 S, Sleepy Hollow Lane","99-1282 N, Sleepy Hollow Lane",280,R,,,,,,,X,,X,,,X,Bidirectional,0.16,York County,0.24,York County,,,779572,1,1,24000,SC-1281N (York County) - ADT 280,Hampton Roads,Hampton Roads,SC,1479323,,,157.404730280116
46707,747382,2016/02/02 05:00:00+00,SC-1121N (James City County),R-VA047SC01121NB,  4701121     ,47-1121 Deerfield Ct,47-1120 Fieldcrest Court,Cul-de-Sac,270,R,,,,,,,X,,X,,,X,Bidirectional,0.43,James City County,0.5,James City County,,,747382,1,1,48000,SC-1121N (James City County) - ADT 270,Hampton Roads,Hampton Roads,SC,2079617,,,135.666825631215
46724,700363,2017/10/10 04:00:00+00,SC-689E (Accomack County),R-VA001SC00689EB,  0100689     ,01-689 Mappsville Rd,"US 13 N, Lankford Hwy",01-679 Metompkin Rd,230,R,,,,,,,X,,X,,,X,Bidirectional,2.67,Accomack County,3.97,Accomack County,,,700363,1,1,48000,SC-689E (Accomack County) - ADT 230,Hampton Roads,Hampton Roads,SC,1837915,,,2683.9546721727
46737,771564,2018/02/02 05:00:00+00,SC-600E (Southampton County),R-VA087SC00600EB,  8700600     ,87-600 Doles Rd,"87-616 E, Ivor Rd",87-635 OBerry Church Rd,130,R,,,,,,,X,,X,,,X,Bidirectional,4.93,Southampton County,10.75,Southampton County,,,771564,1,1,48000,SC-600E (Southampton County) - ADT 130,Hampton Roads,Hampton Roads,SC,2203457,,,11260.7303539163
46746,756598,2016/04/21 04:00:00+00,SC-1043E (Northampton County),R-VA065SC01043EB,  6501043     ,65-1043 Benjamin St,65-1017 Broad St,Bus US 13,1000,R,,,,,,,X,,X,,,X,Bidirectional,0.29,Northampton County,0.37,Northampton County,,,756598,1,1,48000,SC-1043E (Northampton County) - ADT 1000,Hampton Roads,Hampton Roads,SC,1454056,,,177.613274144863
46784,792588,2016/04/19 04:00:00+00,SC-1874N (York County),R-VA099SC01874NB,  9901874     ,99-1874 Karley Place,99-1873 Trevor Trace,Cul-de-Sac,90,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,792588,1,1,24000,SC-1874N (York County) - ADT 90,Hampton Roads,Hampton Roads,SC,1831153,,,95.9241278307528
46785,747583,2016/10/14 04:00:00+00,SC-1420N (James City County),R-VA047SC01420NB,  4701420     ,47-1420 Huntington Dr,47-1421 Coventry Rd,Dead End,30,R,,,,,,,X,,X,,,X,Bidirectional,0.13,James City County,0.18,James City County,,,747583,1,1,24000,SC-1420N (James City County) - ADT 30,Hampton Roads,Hampton Roads,SC,1527176,,,78.9891259692643
46800,747291,2016/10/26 04:00:00+00,SC-1002S (James City County),R-VA047SC01002SB,  4701002S    ,47-1002 Toano Dr,US 60 Richmond Rd,Dead End,560,R,,,,,,,X,,X,,,X,Master Non-Prime,0.37,James City County,0.436,James City County,,,747291,1,3,48000,SC-1002S (James City County) - ADT 560,Hampton Roads,Hampton Roads,SC,2380550,,,189.271740208128
46899,756688,2016/06/21 04:00:00+00,SC-1212N (Northampton County),R-VA065SC01212NB,  6501212     ,65-1212 Highland Ct,65-1211 Occohannock Blvd,Cul-de-Sac,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Northampton County,0.08,Northampton County,,,756688,1,1,48000,SC-1212N (Northampton County) - ADT 30,Hampton Roads,Hampton Roads,SC,1454135,,,189.312638062753
46918,700360,2017/10/10 04:00:00+00,SC-689E (Accomack County),R-VA001SC00689EB,  0100689     ,01-689 Turkey Run Rd,01-688 Gladding Rd,01-779 Mears Station Rd,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.196,Accomack County,,,700360,1,1,48000,SC-689E (Accomack County) - ADT 80,Hampton Roads,Hampton Roads,SC,1837915,,,414.249136294231
46926,775471,2014/07/18 04:00:00+00,SC-681N (Sussex County),R-VA091SC00681NB,  9100681     ,91-681,SR 40 Sussex Dr,Dinwiddie County Line,300,R,,,,,,,X,,X,,,X,Bidirectional,9.14,Sussex County,10.37,Sussex County,,,775471,1,1,48000,SC-681N (Sussex County) - ADT 300,Hampton Roads,Hampton Roads,SC,1833083,,,2559.26784582848
46937,775392,2021/01/01 05:00:00+00,SC-645N (Sussex County),R-VA091SC00645NB,  9100645     ,91-645 Owen Rd,91-609,"91-631 S, Gray Rd",70,G,96.9697,0,3.0303,0,0,0,C,0.1639,F,0.6,70,G,Bidirectional,0,Sussex County,1,Sussex County,0,0,775392,1,1,48000,SC-645N (Sussex County) - ADT 70,Hampton Roads,Hampton Roads,SC,2253236,,,1838.97990503362
46981,636143,2021/01/01 05:00:00+00,Chesapeake AVE (PR - City of Hampton),S-VA114PR CHESAPEAKE AVE,30786,114-7035 Chesapeake Ave,Powhatan Pkwy,Lasalle Ave,1100,G,98.90644,0.32402,0.36452,0.16201,0.24301,0,C,0.1065,F,0.5074,1100,G,Bidirectional,1.07,City of Hampton,2.952,City of Hampton,0.07881,0,636143,1,1,200000,Chesapeake AVE (PR - City of Hampton) - ADT 1100,Hampton Roads,Hampton Roads,ST,9102975,,,3806.93395014297
47038,771648,2018/01/23 05:00:00+00,SC-643N (Southampton County),R-VA087SC00643NB,  8700643     ,87-643 Bethel Rd,87-641 Sedley Rd,"87-646 E, Governor Darden Rd",240,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,3.7,Southampton County,,,771648,1,1,48000,SC-643N (Southampton County) - ADT 240,Hampton Roads,Hampton Roads,SC,1658746,,,7261.29684554675
47053,747346,2016/02/02 05:00:00+00,SC-1101N (James City County),R-VA047SC01101NB,  4701101     ,47-1101 John Rolfe Lane,47-1109 Proctor Circle,47-1103 Pasbehegh Dr,1200,R,,,,,,,X,,X,,,X,Bidirectional,0.31,James City County,0.42,James City County,,,747346,1,1,48000,SC-1101N (James City County) - ADT 1200,Hampton Roads,Hampton Roads,SC,2079546,,,252.382012720218
47059,784118,2016/02/02 05:00:00+00,SC-1121N (James City County),R-VA047SC01121NB,  4701121     ,47-1121 Deerfield Ct,Cul-de-Sac,47-1120 Fieldcrest Court,70,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.43,James City County,,,784118,1,1,48000,SC-1121N (James City County) - ADT 70,Hampton Roads,Hampton Roads,SC,2079617,,,863.129434478946
47067,746985,2017/04/11 04:00:00+00,SC-2015E (Isle of Wight County),R-VA046SC02015EB,  4602015     ,46-2015 Wilson Court,Cul-de-Sac,46-2011 Owen Lane,60,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.04,Isle of Wight County,,,746985,1,1,48000,SC-2015E (Isle of Wight County) - ADT 60,Hampton Roads,Hampton Roads,SC,2078375,,,76.7820452907486
47108,404355,2021/01/01 05:00:00+00,SC-631E (Northampton County),R-VA065SC00631EB,  6500631     ,65-631 Willow Oak Rd,Bus US 13 Courthouse Rd,US 13 Lankford Hwy,1200,G,93.96215,2.88375,2.19285,0.6909,0.27035,0,C,0.1146,F,0.5954,1100,G,Bidirectional,0,Northampton County,0.43,Northampton County,0.7873,0,404355,1,1,200000,SC-631E (Northampton County) - ADT 1200,Hampton Roads,Hampton Roads,SC,1797566,,,954.172963782315
47127,780190,2019/02/26 05:00:00+00,SC-1766N (York County),R-VA099SC01766NB,  9901766     ,99-1766 Peachtree Court,99-1767 SOUTH,Cul-de-Sac,240,R,,,,,,,X,,X,,,X,Bidirectional,0.22,York County,0.61,York County,,,780190,1,1,24000,SC-1766N (York County) - ADT 240,Hampton Roads,Hampton Roads,SC,2249788,,,816.150661333298
47142,700364,2017/10/10 04:00:00+00,SC-689E (Accomack County),R-VA001SC00689EB,  0100689     ,01-689 Mappsville Rd,01-679 Metompkin Rd,Dead End,50,R,,,,,,,X,,X,,,X,Bidirectional,3.97,Accomack County,5.22,Accomack County,,,700364,1,1,48000,SC-689E (Accomack County) - ADT 50,Hampton Roads,Hampton Roads,SC,1837915,,,1991.58279889126
47150,775199,2018/06/26 04:00:00+00,SC-638N (Surry County),R-VA090SC00638NB,  9000638     ,90-638 Timberneck Rd,SR 10 Colonial Trail,Dead End,120,R,,,,,,,X,,X,,,X,Bidirectional,0,Surry County,1.34,Surry County,,,775199,1,1,48000,SC-638N (Surry County) - ADT 120,Hampton Roads,Hampton Roads,SC,1482487,,,2742.79031758443
47153,746541,2017/02/22 05:00:00+00,SC-605E (Isle of Wight County),R-VA046SC00605EB,  4600605     ,46-605 Murphy Mill Rd,"46-637 S, Orbit Rd",46-603 Everets Rd,490,R,,,,,,,X,,X,,,X,Bidirectional,3.65,Isle of Wight County,6.65,Isle of Wight County,,,746541,1,1,48000,SC-605E (Isle of Wight County) - ADT 490,Hampton Roads,Hampton Roads,SC,2076808,,,5718.9783835955
47156,742779,2017/02/02 05:00:00+00,SC-9179E (Greensville County),R-VA040SC09179EB,  4009179     ,40-9179,Greensville Jr High School,40-610 Slagles Lake Rd,220,R,,,,,,,X,,X,,,X,Bidirectional,0,Greensville County,0.04,Greensville County,,,742779,1,1,48000,SC-9179E (Greensville County) - ADT 220,Hampton Roads,Hampton Roads,SC,1982031,,,180.955216537708
47171,756507,2016/07/06 04:00:00+00,SC-724E (Northampton County),R-VA065SC00724EB,  6500724     ,65-724 Peaceful Pond Dr,Cul-de-Sac,65-719 Peaceful Lakes Dr,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Northampton County,0.57,Northampton County,,,756507,1,1,48000,SC-724E (Northampton County) - ADT 70,Hampton Roads,Hampton Roads,SC,1453957,,,1183.24936871627
47186,779100,2016/04/21 04:00:00+00,SC-710N (York County),R-VA099SC00710NB,  9900710     ,99-710 Lodge Rd,99-770 Cemetery Lane,99-641 Penniman Rd,260,R,,,,,,,X,,X,,,X,Bidirectional,0.22,York County,0.35,York County,,,779100,1,1,24000,SC-710N (York County) - ADT 260,Hampton Roads,Hampton Roads,SC,1711461,,,265.256492974161
47207,746837,2014/08/14 04:00:00+00,SC-1440E (Isle of Wight County),R-VA046SC01440EB,  4601440     ,46-1440 Old Oak Lane,Cul-de-Sac,46-630 Hunt Club Rd,260,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.4,Isle of Wight County,,,746837,1,1,48000,SC-1440E (Isle of Wight County) - ADT 260,Hampton Roads,Hampton Roads,SC,2077709,,,775.693317508673
47211,775393,2014/07/17 04:00:00+00,SC-645N (Sussex County),R-VA091SC00645NB,  9100645     ,91-645 Green Church Rd,"US 301 N, Blue Star Hwy",91-649 Henderson Rd,180,R,,,,,,,X,,X,,,X,Bidirectional,6.54,Sussex County,9.11,Sussex County,,,775393,1,1,48000,SC-645N (Sussex County) - ADT 180,Hampton Roads,Hampton Roads,SC,2253236,,,4881.70945803389
47224,617006,2021/01/01 05:00:00+00,Church ST (PR - Town of Chincoteague),S-VA190PR CHURCH ST,18720,190-3 Church St,Willow St,Main St,2800,G,97.50577,0.44016,0.84888,0.81744,0.38776,0.02096,C,0.0792,F,0.5214,2900,G,Bidirectional,0,Town of Chincoteague,0.226,Town of Chincoteague,0.36986,0.06178,617006,1,1,200000,Church ST (PR - Town of Chincoteague) - ADT 2800,Hampton Roads,Hampton Roads,ST,9249401,,,457.875378239506
47228,700186,2017/10/18 04:00:00+00,SC-634N (Accomack County),R-VA001SC00634NB,  0100634     ,01-634 Mount Nebo Rd,01-638 Evans Wharf Rd,"01-637 Mt Nebo Rd; Omega Rd",140,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,1.2,Accomack County,,,700186,1,1,48000,SC-634N (Accomack County) - ADT 140,Hampton Roads,Hampton Roads,SC,2047516,,,2455.99981731173
47232,747345,2016/02/02 05:00:00+00,SC-1101N (James City County),R-VA047SC01101NB,  4701101     ,47-1101 John Rolfe Lane,47-1110 Curles Circle,47-1109 Proctor Circle,1000,R,,,,,,,X,,X,,,X,Bidirectional,0.16,James City County,0.31,James City County,,,747345,1,1,48000,SC-1101N (James City County) - ADT 1000,Hampton Roads,Hampton Roads,SC,2079546,,,310.014306187773
47250,780100,2019/02/27 05:00:00+00,SC-1692N (York County),R-VA099SC01692NB,  9901692     ,99-1692 Cub Court,99-1691 Tiger Run,Cul-de-Sac,150,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,780100,1,1,24000,SC-1692N (York County) - ADT 150,Hampton Roads,Hampton Roads,SC,1829987,,,109.185680948997
47253,050572,2021/01/01 05:00:00+00,VA-175E,R-VA   SR00175EB,  SR00175     ,VA 175 Chincoteague Rd,WCL Chincoteague,Main St,9100,G,97.60507,0.33459,1.08594,0.34633,0.62808,0,C,0.091,F,0.572,9000,G,Bidirectional,8.368,Accomack County,10.86,Accomack County,0.1547,0.02366,50572,1,1,400000,VA-175E - ADT 9100,Hampton Roads,Hampton Roads,SR,1467407,,,5126.8399708901
47259,747408,2016/02/02 05:00:00+00,SC-1160E (James City County),R-VA047SC01160EB,  4701160     ,47-1160 Plowman Dr,SR 30 Old Stage Hwy,47-1161 Squires Way,230,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.25,James City County,,,747408,1,1,48000,SC-1160E (James City County) - ADT 230,Hampton Roads,Hampton Roads,SC,1760866,,,535.547043088188
47262,756338,2016/06/21 04:00:00+00,SC-603N (Northampton County),R-VA065SC00603NB,  6500603     ,65-603 Willis Wharf Rd,65-1203 Hog Island Lane,65-660 Ballard Dr,530,R,,,,,,,X,,X,,,X,Bidirectional,0.1,Northampton County,0.8,Northampton County,,,756338,1,1,48000,SC-603N (Northampton County) - ADT 530,Hampton Roads,Hampton Roads,SC,1797385,,,1549.19125043537
47267,779187,2019/05/29 04:00:00+00,SC-739N (York County),R-VA099SC00739NB,  9900739     ,99-739 Harbour Dr,99-717 Old Landing Rd,Dead End,60,T,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.08,York County,,,779187,1,1,24000,SC-739N (York County) - ADT 60,Hampton Roads,Hampton Roads,SC,1477860,,,189.309596814343
47274,747448,2016/01/20 05:00:00+00,SC-1217E (James City County),R-VA047SC01217EB,  4701217     ,47-1217 Cedar Court,47-1216 Southpoint Dr,Cul-de-Sac,70,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.06,James City County,,,747448,1,1,24000,SC-1217E (James City County) - ADT 70,Hampton Roads,Hampton Roads,SC,2080697,,,126.297589278066
47285,797639,2017/05/04 04:00:00+00,SC-1053E (Isle of Wight County),R-VA046SC01053EB,  4601053     ,46-1053 Summerhouse Lane,Cul-de-Sac,46-1052 Westbury Grove,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.07,Isle of Wight County,,,797639,1,1,48000,SC-1053E (Isle of Wight County) - ADT 70,Hampton Roads,Hampton Roads,SC,2529076,,,113.34207158448
47293,660672,2021/01/01 05:00:00+00,Fort LN (PR - City of Portsmouth),S-VA124PR FORT LN,29852,124-8554 Fort Lane,Leckie St,Crawford Pkwy,1100,G,98.73174,0.46118,0.49962,0.19216,0.11529,0,C,0.2273,F,0.9549,1200,G,Bidirectional,0,City of Portsmouth,0.08,City of Portsmouth,0.3955,0,660672,1,1,200000,Fort LN (PR - City of Portsmouth) - ADT 1100,Hampton Roads,Hampton Roads,ST,9149541,,,171.189027556502
47294,779860,2019/02/06 05:00:00+00,SC-1553E (York County),R-VA099SC01553EB,  9901553     ,99-1553 Brigade Dr,99-1570 Henry Lee Lane,99-1551 Fielding Lewis Dr,360,R,,,,,,,X,,X,,,X,Bidirectional,0.09,York County,0.28,York County,,,779860,1,1,24000,SC-1553E (York County) - ADT 360,Hampton Roads,Hampton Roads,SC,1715119,,,358.322209627521
47301,700335,2017/10/10 04:00:00+00,SC-681E (Accomack County),R-VA001SC00681EB,  0100681     ,01-681 Kegotank Rd,"SR 187 E, Nelsonia Rd",Dead End,170,R,,,,,,,X,,X,,,X,Bidirectional,4.29,Accomack County,6.29,Accomack County,,,700335,1,1,48000,SC-681E (Accomack County) - ADT 170,Hampton Roads,Hampton Roads,SC,1837851,,,4098.17481305635
47302,780188,2019/02/26 05:00:00+00,SC-1766N (York County),R-VA099SC01766NB,  9901766     ,99-1766 Peachtree Court,99-1768 Amelia Court,99-1763 Coventry Blvd,440,R,,,,,,,X,,X,,,X,Bidirectional,0.15,York County,0.18,York County,,,780188,1,1,24000,SC-1766N (York County) - ADT 440,Hampton Roads,Hampton Roads,SC,2249788,,,69.990319147926
47305,746702,2017/03/10 05:00:00+00,SC-692E (Isle of Wight County),R-VA046SC00692EB,  4600692     ,46-692 Poor House Rd,US 258 Courthouse Hwy,"46-652 S, Bob White Rd",360,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,1.6,Isle of Wight County,,,746702,1,1,48000,SC-692E (Isle of Wight County) - ADT 360,Hampton Roads,Hampton Roads,SC,1870822,,,3126.57260361843
47326,747642,2016/02/09 05:00:00+00,SC-1455E (James City County),R-VA047SC01455EB,  4701455     ,47-1455 Lands End Dr,47-1456 Hiawatha Court,Cul-de-Sac,150,R,,,,,,,X,,X,,,X,Bidirectional,0.1,James City County,0.22,James City County,,,747642,1,1,24000,SC-1455E (James City County) - ADT 150,Hampton Roads,Hampton Roads,SC,1761798,,,238.422809653241
47333,150314,2021/01/01 05:00:00+00,VA-175E,R-VA   SR00175EB,  SR00175     ,VA 175 Chincoteague Rd,01-704 Coardtown Rd,01-798 Mill Dam Rd,6900,G,96.80425,0.38716,0.82683,0.50529,1.47648,0,C,0.0891,F,0.5653,6900,G,Bidirectional,1.65,Accomack County,3.52,Accomack County,,,150314,1,1,400000,VA-175E - ADT 6900,Hampton Roads,Hampton Roads,SR,1467407,,,3826.11314199663
47335,785228,2018/04/10 04:00:00+00,SC-1325N (Southampton County),R-VA087SC01325NB,  8701325     ,87-1325 Graham St,NCL Boykins,87-1318 Blount St,120,R,,,,,,,X,,X,,,X,Bidirectional,0.01,Southampton County,0.14,Southampton County,,,785228,1,1,48000,SC-1325N (Southampton County) - ADT 120,Hampton Roads,Hampton Roads,SC,1659504,,,273.900404733211
47371,771904,2018/09/11 04:00:00+00,SC-1311N (Southampton County),R-VA087SC01311NB,  8701311     ,87-1311 Marshall St,87-1306 Virginia Ave,87-1309 Commerce St,90,R,,,,,,,X,,X,,,X,Bidirectional,0.05,Southampton County,0.12,Southampton County,,,771904,1,1,48000,SC-1311N (Southampton County) - ADT 90,Hampton Roads,Hampton Roads,SC,2204461,,,151.733810973975
47392,783442,2014/06/04 04:00:00+00,SC-1034E (Accomack County),R-VA001SC01034EB,  0101034     ,01-1034 Withams Rd 2,Cul-de-Sac,01-1033 Withams Rd 1,180,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.023,Accomack County,,,783442,1,1,48000,SC-1034E (Accomack County) - ADT 180,Hampton Roads,Hampton Roads,SC,1486972,,,47.8660282093253
47398,400177,2021/01/01 05:00:00+00,SC-641N (Southampton County),R-VA087SC00641NB,  8700641     ,87-641 Cottage Hill Rd,"87-603 W, Unity Rd",87-616 Ivor Rd,380,G,96.2406,1.20301,1.05263,0.30075,1.20301,0,C,0.1652,F,0.5536,370,G,Bidirectional,8.21,Southampton County,10.47,Southampton County,0.29571,0,400177,1,1,200000,SC-641N (Southampton County) - ADT 380,Hampton Roads,Hampton Roads,SC,1429826,,,4553.17223390962
47407,653396,2021/01/01 05:00:00+00,Orcutt AVE (PR - City of Newport News),S-VA121PR ORCUTT AVE,17048,121-7011 Orcutt Ave,Briarfield Rd,Paul St,1100,G,97.22682,0.86921,1.44868,0.28973,0.16556,0,C,0.1073,F,0.5597,1200,G,Bidirectional,1.752,City of Newport News,2.127,City of Newport News,0.08048,0,653396,1,1,200000,Orcutt AVE (PR - City of Newport News) - ADT 1100,Hampton Roads,Hampton Roads,ST,9355661,,,759.759508357674
47425,771563,2018/02/02 05:00:00+00,SC-600E (Southampton County),R-VA087SC00600EB,  8700600     ,87-600 Booth Rd,Sussex County Line,"87-616 W, Ivor Rd",160,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,3.9,Southampton County,,,771563,1,1,48000,SC-600E (Southampton County) - ADT 160,Hampton Roads,Hampton Roads,SC,2203457,,,8039.37441137422
47446,400174,2021/01/01 05:00:00+00,SC-641N (Southampton County),R-VA087SC00641NB,  8700641     ,87-641 Sedley Rd,87-1006 Peachtree Ave,87-645 Vicksville Rd,970,G,97.94239,0.58789,0.70547,0.29395,0.47031,0,C,0.1115,F,0.5376,950,G,Bidirectional,5.81,Southampton County,6.71,Southampton County,0,0.12042,400174,1,1,200000,SC-641N (Southampton County) - ADT 970,Hampton Roads,Hampton Roads,SC,1429826,,,1789.34953132552
47525,793860,2016/04/27 04:00:00+00,SC-1584E (James City County),R-VA047SC01584EB,  4701584     ,47-1584 Styers Mill Xing,47-1480 Powhatan Secondary,47-1480 Powhatan Secondary,80,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.12,James City County,,,793860,1,1,48000,SC-1584E (James City County) - ADT 80,Hampton Roads,Hampton Roads,SC,2529661,,,238.504103130174
47531,797509,2017/05/04 04:00:00+00,SC-1046N (Isle of Wight County),R-VA046SC01046NB,  4601046     ,46-1046 Parkers Ridge,46-1045 Richmond Way,Cul-de-Sac,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.04,Isle of Wight County,,,797509,1,1,48000,SC-1046N (Isle of Wight County) - ADT 30,Hampton Roads,Hampton Roads,SC,2534776,,,54.3799551237885
47538,746843,2017/02/08 05:00:00+00,SC-1602E (Isle of Wight County),R-VA046SC01602EB,  4601602     ,46-1602 Washington Ave,46-1611 Taft Ave,46-1609 Roosevelt Ave,180,R,,,,,,,X,,X,,,X,Bidirectional,0.4,Isle of Wight County,0.51,Isle of Wight County,,,746843,1,1,48000,SC-1602E (Isle of Wight County) - ADT 180,Hampton Roads,Hampton Roads,SC,1522433,,,227.701826178428
47550,790957,2016/04/19 04:00:00+00,SC-1669N (James City County),R-VA047SC01669NB,  4701669     ,47-1669 Mallard Run,Dead End,47-1668 Beaver Run E,70,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.06,James City County,,,790957,1,1,48000,SC-1669N (James City County) - ADT 70,Hampton Roads,Hampton Roads,SC,1751139,,,157.046003808169
47553,700705,2017/04/21 04:00:00+00,SC-1308E (Accomack County),R-VA001SC01308EB,  0101308     ,01-1308 Factor Rd,Dead End,01-1305 West Ridge Rd,400,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.06,Accomack County,,,700705,1,1,48000,SC-1308E (Accomack County) - ADT 400,Hampton Roads,Hampton Roads,SC,1605153,,,36.1896331022253
