OBJECTID,LINKID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_SOURCE_ID,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,DATA_CUSTODIAN_EMAIL,METADATA_URL,Shape__Length
6147,677751,2021/01/01 05:00:00+00,VA-225S,R-VA   SR00225SB,  SR00225S    ,VA 225 Independence Blvd,I-264,Functional Class Change,77000,G,98.70086,0.62485,0.38247,0.12164,0.17147,2e-05,F,0.0807,F,0.5238,,G,Master Non-Prime,0.06,City of Virginia Beach,0.22,City of Virginia Beach,0.11137,0.00323,677751,1,2,400000,VA-225S - ADT 77000,Hampton Roads,Hampton Roads,SR,2387924,,,236.733070832008
6148,700243,2017/11/02 04:00:00+00,SC-657E (Accomack County),R-VA001SC00657EB,  0100657     ,01-657 Deep Creek Rd,01-656 Northside Rd,01-655 Plantation Rd,940,R,,,,,,,X,,X,,,X,Bidirectional,1.39,Accomack County,2.76,Accomack County,,,700243,1,1,48000,SC-657E (Accomack County) - ADT 940,Hampton Roads,Hampton Roads,SC,2047643,,,2769.77031819787
6153,677732,2021/01/01 05:00:00+00,VA-225S,R-VA   SR00225SB,  SR00225S    ,VA 225 Independence Blvd,US 58 Virginia Beach Blvd,Pembroke Blvd,48000,A,98.70086,0.62485,0.38247,0.12164,0.17147,2e-05,C,0.0989,A,0.5081,50000,A,Master Non-Prime,0.8,City of Virginia Beach,2.15,City of Virginia Beach,0.13648,0.00396,677732,1,2,1600000,VA-225S - ADT 48000,Hampton Roads,Hampton Roads,SR,2387924,,,2697.60900149773
6167,700704,2017/04/21 04:00:00+00,SC-1307E (Accomack County),R-VA001SC01307EB,  0101307     ,01-1307,Dead End,01-1301 Main St,280,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.04,Accomack County,,,700704,1,1,48000,SC-1307E (Accomack County) - ADT 280,Hampton Roads,Hampton Roads,SC,1373196,,,114.521465543518
6168,747713,2016/05/02 04:00:00+00,SC-1507E (James City County),R-VA047SC01507EB,  4701507     ,47-1507 Forest Glen Dr,47-614 Centerville Rd,0.03 ME 47-614,1300,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.03,James City County,,,747713,1,1,48000,SC-1507E (James City County) - ADT 1300,Hampton Roads,Hampton Roads,SC,1632330,,,62.1302116853223
6169,779576,2016/03/23 04:00:00+00,SC-1284E (York County),R-VA099SC01284EB,  9901284     ,99-1284 Travis Circle,Cul-de-Sac,99-663 Robanna Dr,80,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,779576,1,1,24000,SC-1284E (York County) - ADT 80,Hampton Roads,Hampton Roads,SC,1940659,,,100.522021865628
6171,746886,2017/02/23 05:00:00+00,SC-1806N (Isle of Wight County),R-VA046SC01806NB,  4601806     ,46-1806 Johnson Ave,46-603 Shiloh Dr,46-1807 Beaton St,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.11,Isle of Wight County,,,746886,1,1,48000,SC-1806N (Isle of Wight County) - ADT 70,Hampton Roads,Hampton Roads,SC,1639616,,,229.578815048224
6177,771787,2018/03/14 04:00:00+00,SC-719E (Southampton County),R-VA087SC00719EB,  8700719     ,87-719 Barn Tavern Rd,87-653 Carys Bridge Rd,SR 35 Plank Rd,100,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,0.47,Southampton County,,,771787,1,1,48000,SC-719E (Southampton County) - ADT 100,Hampton Roads,Hampton Roads,SC,1659410,,,923.834407567296
6184,779604,2016/04/26 04:00:00+00,SC-1306N (York County),R-VA099SC01306NB,  9901306     ,99-1306 Nottingham Rd,99-1314 Lakeshead Dr,99-1318 Little John Rd,1000,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.09,York County,,,779604,1,1,24000,SC-1306N (York County) - ADT 1000,Hampton Roads,Hampton Roads,SC,2248125,,,194.613703891578
6205,700695,2017/07/27 04:00:00+00,SC-1210N (Accomack County),R-VA001SC01210NB,  0101210     ,01-1210 Callahan Dr,01-1202 Alexine St,01-1207 Callahan Dr,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.05,Accomack County,,,700695,1,1,48000,SC-1210N (Accomack County) - ADT 30,Hampton Roads,Hampton Roads,SC,2157087,,,121.532950346373
6218,756325,2019/03/28 04:00:00+00,SC-600N (Northampton County),R-VA065SC00600NB,  6500600     ,65-600 Seaside Rd,65-643 Plantation Dr,65-642 Seaview Dr,360,R,,,,,,,X,,X,,,X,Bidirectional,8.2,Northampton County,9.428,Northampton County,,,756325,1,1,48000,SC-600N (Northampton County) - ADT 360,Hampton Roads,Hampton Roads,SC,1564797,,,2683.44104601515
6238,785028,2017/07/26 04:00:00+00,SC-601E (Accomack County),R-VA001SC00601EB,  0100601     ,01-601 County Line Rd,ECL Belle Haven,US 13 Lankford Hwy,1300,N,,,,,,,X,,X,,,X,Bidirectional,0.27,Accomack County,0.73,Accomack County,,,785028,1,1,48000,SC-601E (Accomack County) - ADT 1300,Hampton Roads,Hampton Roads,SC,1374069,,,909.362528271776
6241,779487,2016/04/26 04:00:00+00,SC-1235N (York County),R-VA099SC01235NB,  9901235     ,99-1235 Moss Ave,99-1241 Carolyn Crescent,99-1240 Heritage Place,230,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.1,York County,,,779487,1,1,24000,SC-1235N (York County) - ADT 230,Hampton Roads,Hampton Roads,SC,1940563,,,178.730080503949
6247,653263,2021/01/01 05:00:00+00,VA-238W,R-VA   SR00238WB,  SR00238W    ,VA 238 Yorktown Rd,US 60 Warwick Blvd,I-64,4200,G,93.41094,1.21596,1.50696,1.26793,2.59821,0,C,0.0914,F,0.6689,4500,G,Master Non-Prime,0.91,City of Newport News,0.94,City of Newport News,0.46705,0.16269,653263,1,3,400000,VA-238W - ADT 4200,Hampton Roads,Hampton Roads,SR,2366362,,,75.4123566193506
6255,780224,2016/04/26 04:00:00+00,SC-1813N (York County),R-VA099SC01813NB,  9901813     ,99-1813 Killarnock Court,99-1812 Birkdale Court,Cul-de-Sac,50,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.03,York County,,,780224,1,1,24000,SC-1813N (York County) - ADT 50,Hampton Roads,Hampton Roads,SC,2041541,,,76.2543155924947
6259,797599,2016/03/01 05:00:00+00,SC-1808E (James City County),R-VA047SC01808EB,  4701808     ,47-1808 Greenhaven Ct,Dead End,47-1803 Colony Mill Rd,60,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.04,James City County,,,797599,1,1,48000,SC-1808E (James City County) - ADT 60,Hampton Roads,Hampton Roads,SC,2534977,,,96.0449542317949
6268,615919,2021/01/01 05:00:00+00,VA-191N,R-VA   SR00191NB,  SR00191     ,VA 191 Jolliff Rd,Dock Landing Rd,SR 337 Portsmouth Blvd,3900,G,98.44896,0.44487,0.6613,0.32464,0.12023,0,C,0.111,F,0.5265,4200,G,Master Prime,3.204,City of Chesapeake,3.31,City of Chesapeake,0,0,615919,1,2,400000,VA-191N - ADT 3900,Hampton Roads,Hampton Roads,SR,1578454,,,211.238083602283
6277,660628,2021/01/01 05:00:00+00,Lincoln ST (PR - City of Portsmouth),S-VA124PR LINCOLN ST,19368,124-8760 Lincoln St,Effingham St,First St,2800,G,99.22931,0.08311,0.24178,0.11334,0.33246,0,F,0.1316,F,0.8979,3000,G,Bidirectional,0,City of Portsmouth,0.65,City of Portsmouth,0.03027,0.01579,660628,1,1,200000,Lincoln ST (PR - City of Portsmouth) - ADT 2800,Hampton Roads,Hampton Roads,ST,9151327,,,1319.74773892528
6293,404333,2021/01/01 05:00:00+00,SC-600N (Northampton County),R-VA065SC00600NB,  6500600     ,65-600 Seaside Rd,"65-639 E, Sunnyside Rd",65-636 Mount Hebron Rd,480,G,93.96269,0.32931,0.76839,2.41493,2.5247,0,C,0.0909,F,0.5217,470,G,Bidirectional,11.55,Northampton County,13.05,Northampton County,0.79083,0.59267,404333,1,1,200000,SC-600N (Northampton County) - ADT 480,Hampton Roads,Hampton Roads,SC,1564797,,,2920.53108202075
6317,779746,2016/04/28 04:00:00+00,SC-1481E (York County),R-VA099SC01481EB,  9901481     ,99-1481 Hounds Chase,99-1480 Foxwood Dr,Cul-de-Sac,90,R,,,,,,,X,,X,,,X,Bidirectional,0.26,York County,0.33,York County,,,779746,1,1,24000,SC-1481E (York County) - ADT 90,Hampton Roads,Hampton Roads,SC,1942079,,,141.259010276775
6318,747222,2016/03/01 05:00:00+00,SC-727E (James City County),R-VA047SC00727EB,  4700727     ,47-727 Oxford Rd,47-717 Druid Court,0.03 ME 47-717,680,R,,,,,,,X,,X,,,X,Bidirectional,0.43,James City County,0.45,James City County,,,747222,1,1,24000,SC-727E (James City County) - ADT 680,Hampton Roads,Hampton Roads,SC,1758816,,,30.7518449060984
6338,775166,2018/08/15 04:00:00+00,SC-624E (Surry County),R-VA090SC00624EB,  9000624     ,90-624 Southampton Rd,90-617 White Marsh Rd,Southampton County Line,180,R,,,,,,,X,,X,,,X,Bidirectional,0,Surry County,2.5,Surry County,,,775166,1,1,48000,SC-624E (Surry County) - ADT 180,Hampton Roads,Hampton Roads,SC,2042243,,,4845.26011116731
6339,700524,2017/10/24 04:00:00+00,SC-783E (Accomack County),R-VA001SC00783EB,  0100783     ,01-783 Adams Rd,01-763 Adams Rd,SR 316 Greenbush Rd,45,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.06,Accomack County,,,700524,1,1,48000,SC-783E (Accomack County) - ADT 45,Hampton Roads,Hampton Roads,SC,1372962,,,140.084854463524
6371,300153,2021/01/01 05:00:00+00,SC-620E (Isle of Wight County),R-VA046SC00620EB,  4600620     ,46-620 Foursquare Rd,46-680 Magnet Dr,US 258 Courthouse Hwy,3100,G,94.0989,0.56999,0.70411,1.67644,2.96731,0.01676,C,0.0895,F,0.7041,3000,G,Bidirectional,8.44,Isle of Wight County,10.03,Isle of Wight County,0.43587,0.13425,300153,1,1,200000,SC-620E (Isle of Wight County) - ADT 3100,Hampton Roads,Hampton Roads,SC,1638091,,,3211.03276007079
6421,677844,2021/01/01 05:00:00+00,VA-225S,R-VA   SR00225SB,  SR00225S    ,134-8627 S Independence Blvd,S Plaza Trail,Holland Rd,34000,G,98.41386,0.34514,0.59598,0.36588,0.27913,0,F,0.0883,F,0.656,36000,G,Master Non-Prime,0,City of Virginia Beach,0.056,City of Virginia Beach,0.03091,0.00795,677844,1,3,400000,VA-225S - ADT 34000,Hampton Roads,Hampton Roads,SR,2387924,,,289.133680281137
6423,796570,2016/04/26 04:00:00+00,SC-1829E (York County),R-VA099SC01829EB,  9901829     ,99-1829 Fairway Lane,Cul-de-Sac,99-1828 Chase Oak Court,100,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.18,York County,,,796570,1,1,24000,SC-1829E (York County) - ADT 100,Hampton Roads,Hampton Roads,SC,1831136,,,380.423869402527
6425,775189,2018/08/13 04:00:00+00,SC-634E (Surry County),R-VA090SC00634EB,  9000634     ,90-634 Alliance Rd,90-626 Beachland Rd,0.74 ME 90-626 Beachland Rd,7,R,,,,,,,X,,X,,,X,Bidirectional,0,Surry County,0.74,Surry County,,,775189,1,1,48000,SC-634E (Surry County) - ADT 7,Hampton Roads,Hampton Roads,SC,1599945,,,1489.91203257866
6426,779605,2016/04/26 04:00:00+00,SC-1306N (York County),R-VA099SC01306NB,  9901306     ,99-1306 Nottingham Rd,99-1318 Little John Rd,99-1319 Sheriffs Place,680,R,,,,,,,X,,X,,,X,Bidirectional,0.09,York County,0.17,York County,,,779605,1,1,24000,SC-1306N (York County) - ADT 680,Hampton Roads,Hampton Roads,SC,2248125,,,174.969071973707
6427,756327,2016/06/21 04:00:00+00,SC-600N (Northampton County),R-VA065SC00600NB,  6500600     ,65-600 Seaside Rd,65-630 Cherrydale Dr,65-628 James Allen Dr,280,R,,,,,,,X,,X,,,X,Bidirectional,18.44,Northampton County,19.57,Northampton County,,,756327,1,1,48000,SC-600N (Northampton County) - ADT 280,Hampton Roads,Hampton Roads,SC,1564797,,,2303.3111893556
6432,747714,2016/05/02 04:00:00+00,SC-1507E (James City County),R-VA047SC01507EB,  4701507     ,47-1507 Forest Glen Dr,0.03 ME 47-614,47-1508 Williamson Dr,1300,R,,,,,,,X,,X,,,X,Bidirectional,0.03,James City County,0.14,James City County,,,747714,1,1,48000,SC-1507E (James City County) - ADT 1300,Hampton Roads,Hampton Roads,SC,1632330,,,227.110452983119
6435,771938,2018/03/09 05:00:00+00,SC-1501E (Southampton County),R-VA087SC01501EB,  8701501     ,87-1501 Bruce St,87-1503 High St,87-1504 Bateman St,90,R,,,,,,,X,,X,,,X,Bidirectional,0.09,Southampton County,0.18,Southampton County,,,771938,1,1,48000,SC-1501E (Southampton County) - ADT 90,Hampton Roads,Hampton Roads,SC,1542824,,,148.622433269114
6442,700743,2014/06/05 04:00:00+00,SC-1531E (Accomack County),R-VA001SC01531EB,  0101531     ,01-1531 Center Pkwy,01-1532 Center Pkwy,01-1530 Commerce Dr,190,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.1,Accomack County,,,700743,1,1,48000,SC-1531E (Accomack County) - ADT 190,Hampton Roads,Hampton Roads,SC,1605178,,,198.084931095323
6451,771849,2018/03/07 05:00:00+00,SC-1007E (Southampton County),R-VA087SC01007EB,  8701007     ,87-1007 Pine Ave,87-1008 First St,87-641 Johnsons Mill Rd,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,0.07,Southampton County,,,771849,1,1,48000,SC-1007E (Southampton County) - ADT 30,Hampton Roads,Hampton Roads,SC,1542698,,,133.039485692758
6454,400143,2021/01/01 05:00:00+00,SC-616N (Southampton County),R-VA087SC00616NB,  8700616     ,87-616 Ivor Rd,87-633 St Luke Rd,87-641 Johnsons Mill Rd,1200,F,91.11002,0.24558,1.17878,1.62083,5.84479,0,C,0.109,F,0.614,1200,F,Bidirectional,5.81,Southampton County,9.14,Southampton County,0,0.57334,400143,1,1,200000,SC-616N (Southampton County) - ADT 1200,Hampton Roads,Hampton Roads,SC,1541996,,,6685.24282312892
6456,677750,2021/01/01 05:00:00+00,VA-225S,R-VA   SR00225SB,  SR00225S    ,VA 225 Independence Blvd,South Blvd,I-264,77000,N,98.70086,0.62485,0.38247,0.12164,0.17147,2e-05,F,0.0807,F,0.5238,,N,Master Non-Prime,0,City of Virginia Beach,0.06,City of Virginia Beach,0.11137,0.00323,677750,1,2,400000,VA-225S - ADT 77000,Hampton Roads,Hampton Roads,SR,2387924,,,310.070585358895
6462,700201,2017/10/17 04:00:00+00,SC-639E (Accomack County),R-VA001SC00639EB,  0100639     ,01-639 Phillips Dr,01-672 Fair Oaks Rd,ECL Melfa,330,R,,,,,,,X,,X,,,X,Bidirectional,3.3,Accomack County,4,Accomack County,,,700201,1,1,48000,SC-639E (Accomack County) - ADT 330,Hampton Roads,Hampton Roads,SC,1372736,,,1347.97185044339
6490,700793,2017/08/29 04:00:00+00,SC-1630E (Accomack County),R-VA001SC01630EB,  0101630     ,01-1630 Colonial Dr,01-789 Locustville Rd,Cul-de-Sac,470,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.44,Accomack County,,,700793,1,1,48000,SC-1630E (Accomack County) - ADT 470,Hampton Roads,Hampton Roads,SC,1373322,,,893.779120609494
6510,700242,2017/11/02 04:00:00+00,SC-657E (Accomack County),R-VA001SC00657EB,  0100657     ,01-657 Deep Creek Rd,Dead End,01-656 Northside Rd,430,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,1.39,Accomack County,,,700242,1,1,48000,SC-657E (Accomack County) - ADT 430,Hampton Roads,Hampton Roads,SC,2047643,,,2797.28810875205
6512,700805,2017/08/29 04:00:00+00,SC-1702N (Accomack County),R-VA001SC01702NB,  0101702     ,01-1702 Pearl St,01-1705 South St,01-1717 Mears Lane,120,R,,,,,,,X,,X,,,X,Bidirectional,0.06,Accomack County,0.11,Accomack County,,,700805,1,1,48000,SC-1702N (Accomack County) - ADT 120,Hampton Roads,Hampton Roads,SC,1605220,,,111.92633586195
6533,050412,2021/01/01 05:00:00+00,VA-171E,R-VA   SR00171EB,  SR00171     ,VA 171 Victory Blvd,99-600 Big Bethel Rd,WCL Poquoson,19000,G,98.58219,0.4537,0.41319,0.19444,0.35647,0,F,0.0915,F,0.5733,20000,G,Bidirectional,3.8,York County,5.28,York County,0.04209,0,50412,1,1,400000,VA-171E - ADT 19000,Hampton Roads,Hampton Roads,SR,1577394,,,2983.03187064121
6537,150127,2021/01/01 05:00:00+00,I-64W,R-VA   IS00064WB,  IS00064W    ,I-64 WB,SR 30 Old Stage Rd,47-607 Croaker Rd,60000,A,91.79648,0.75042,0.74607,1.35242,5.24938,0.14736,F,0.1113,A,0.5268,53000,A,Master Non-Prime,227.58,James City County,231.93,James City County,0.08125,0.17697,150127,1,1,4000000,I-64W - ADT 60000,Hampton Roads,Hampton Roads,IS,2145141,,,8805.63670648153
6543,775255,2018/02/21 05:00:00+00,SC-1103N (Surry County),R-VA090SC01103NB,  9001103     ,90-1103 Devany St,90-1106 Railroad Ave,SR 31 Rolfe Hwy,40,R,,,,,,,X,,X,,,X,Bidirectional,0,Surry County,0.1,Surry County,,,775255,1,1,48000,SC-1103N (Surry County) - ADT 40,Hampton Roads,Hampton Roads,SC,1602483,,,171.959883298821
6575,793115,2016/01/22 05:00:00+00,SC-1763E (James City County),R-VA047SC01763EB,  4701763     ,47-1763 MilesMahone,Cul-de-Sac,47-1485 Charter House Lane,130,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.07,James City County,,,793115,1,1,48000,SC-1763E (James City County) - ADT 130,Hampton Roads,Hampton Roads,SC,1633131,,,142.935362139578
6592,779409,2016/03/23 04:00:00+00,SC-1203E (York County),R-VA099SC01203EB,  9901203     ,99-1203 York Warwick Dr,99-1206 York Lane,99-1220 Azalea Dr,1300,R,,,,,,,X,,X,,,X,Bidirectional,0.46,York County,0.63,York County,,,779409,1,1,24000,SC-1203E (York County) - ADT 1300,Hampton Roads,Hampton Roads,SC,2247535,,,352.5193227602
6595,779410,2016/03/23 04:00:00+00,SC-1203E (York County),R-VA099SC01203EB,  9901203     ,99-1203 York Warwick Dr,99-1220 Azalea Dr,99-1209 Grafton District Rd,1600,R,,,,,,,X,,X,,,X,Bidirectional,0.63,York County,0.69,York County,,,779410,1,1,24000,SC-1203E (York County) - ADT 1600,Hampton Roads,Hampton Roads,SC,2247535,,,136.421565868981
6633,747659,2016/01/20 05:00:00+00,SC-1467E (James City County),R-VA047SC01467EB,  4701467     ,47-1467 Frond Court,47-1465 Old Field Rd,Cul-de-Sac,110,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.1,James City County,,,747659,1,1,24000,SC-1467E (James City County) - ADT 110,Hampton Roads,Hampton Roads,SC,1876147,,,207.373136863079
6636,747142,2016/10/26 04:00:00+00,SC-680E (James City County),R-VA047SC00680EB,  4700680     ,47-680 Four-H Club Rd,"SR 31 S, Jamestown Rd","SR 31 N, Jamestown Rd",60,R,,,,,,,X,,X,,,X,Bidirectional,0.38,James City County,0.58,James City County,,,747142,1,1,24000,SC-680E (James City County) - ADT 60,Hampton Roads,Hampton Roads,SC,1873167,,,492.806073759028
6640,746981,2017/04/11 04:00:00+00,SC-2011N (Isle of Wight County),R-VA046SC02011NB,  4602011     ,46-2011 Owen Lane,46-2012 Crest Circle,SR 10 Old Stage Hwy,120,R,,,,,,,X,,X,,,X,Bidirectional,0.23,Isle of Wight County,0.33,Isle of Wight County,,,746981,1,1,48000,SC-2011N (Isle of Wight County) - ADT 120,Hampton Roads,Hampton Roads,SC,1980832,,,194.248687100887
6654,780090,2016/04/04 04:00:00+00,SC-1690N (York County),R-VA099SC01690NB,  9901690     ,99-1690 Tabb Lakes Dr,99-1698 Gardenville Dr,99-1697 Tiger Paw Path,2200,R,,,,,,,X,,X,,,X,Bidirectional,0.35,York County,0.41,York County,,,780090,1,1,24000,SC-1690N (York County) - ADT 2200,Hampton Roads,Hampton Roads,SC,1943240,,,121.694967537993
6655,150072,2021/01/01 05:00:00+00,I-64W,R-VA   IS00064WB,  IS00064W    ,I-64 WB Hampton Roads Beltway,Greenbrier Parkway,SR 168 Battlefield Blvd,84000,G,97.036,0.24249,0.69348,0.55971,1.44881,0.02147,F,0.0807,F,0.5022,90000,G,Master Non-Prime,289.51,Norfolk Maintenance Area,291.61,Norfolk Maintenance Area,0.12912,0.10572,150072,1,1,4000000,I-64W - ADT 84000,Hampton Roads,Hampton Roads,IS,2145141,,,4469.09655360793
6656,615081,2021/01/01 05:00:00+00,VA-168N,R-VA   SR00168NB,  SR00168     ,VA 168 Oak Grove Connector,Bus SR 168 Battlefield Blvd,I-64,69000,G,96.808,0.50797,0.70002,1.06884,0.90182,0.01683,F,0.0838,F,0.5889,65000,G,Master Prime,13.89,City of Chesapeake,15.66,City of Chesapeake,0.04441,0.03436,615081,1,1,1600000,VA-168N - ADT 69000,Hampton Roads,Hampton Roads,SR,1926590,,,3471.09734548576
6657,150066,2021/01/01 05:00:00+00,I-64W,R-VA   IS00064WB,  IS00064W    ,I-64 WB Hampton Roads Beltway,SR 194 Chesapeake Blvd,SR 247 Norview Ave,144000,A,97.0479,0.23044,0.8294,0.42966,1.44321,0.02152,C,,X,,154000,A,Master Non-Prime,279.4,Norfolk Maintenance Area,280.36,Norfolk Maintenance Area,,,150066,1,1,4000000,I-64W - ADT 144000,Hampton Roads,Hampton Roads,IS,2145141,,,1983.59360926479
6670,653319,2021/01/01 05:00:00+00,VA-171E,R-VA   SR00171EB,  SR00171     ,VA 171 Oyster Point Rd,SR 143 Jefferson Ave,121-12 Canon Blvd,42000,G,97.96141,1.08443,0.5563,0.17252,0.22533,0,F,0.0869,F,0.5296,45000,G,Master Prime,0,City of Newport News,0.7,City of Newport News,0.05214,0.01304,653319,1,1,400000,VA-171E - ADT 42000,Hampton Roads,Hampton Roads,SR,1577394,,,1417.16503695232
6677,780096,2016/04/04 04:00:00+00,SC-1690N (York County),R-VA099SC01690NB,  9901690     ,99-1690 Tabb Lakes Dr,99-1693 Shallow Lagoon,"99-1691 S, Tiger Run",2600,R,,,,,,,X,,X,,,X,Bidirectional,0.74,York County,0.82,York County,,,780096,1,1,24000,SC-1690N (York County) - ADT 2600,Hampton Roads,Hampton Roads,SC,1943240,,,174.807033612101
6689,654249,2021/01/01 05:00:00+00,VA-168N,R-VA   SR00168NB,  SR00168     ,VA 168 Tidewater Dr,US 58 Va Beach Blvd,Lindenwood Ave,32000,G,97.89895,0.28398,0.60719,0.35609,0.85571,0.00011,F,0.081,F,0.5026,,G,Master Prime,23.7,City of Norfolk,24.493,City of Norfolk,,,654249,1,1,1600000,VA-168N - ADT 32000,Hampton Roads,Hampton Roads,SR,1926590,,,1689.83313231617
6693,785488,2014/08/06 04:00:00+00,SC-1041N (Sussex County),R-VA091SC01041NB,  9101041     ,91-1041 Forest Lane,Dead End,91-1014 Norris Ave,120,R,,,,,,,X,,X,,,X,Bidirectional,0,Sussex County,0.28,Sussex County,,,785488,1,1,48000,SC-1041N (Sussex County) - ADT 120,Hampton Roads,Hampton Roads,SC,1604535,,,618.464259406478
6717,659405,2021/01/01 05:00:00+00,VA-171E,R-VA   SR00171EB,  SR00171     ,VA 171 Poquoson Ave,Poquoson Ave,Bunting Rd,6500,G,98.11585,1.23976,0.25215,0.10507,0.28717,0,C,0.0936,F,0.6415,6900,G,Bidirectional,7.51,City of Poquoson,8.01,City of Poquoson,0.33977,0.04212,659405,1,1,400000,VA-171E - ADT 6500,Hampton Roads,Hampton Roads,SR,1577394,,,1007.94788231865
6719,756532,2016/06/22 04:00:00+00,SC-1007E (Northampton County),R-VA065SC01007EB,  6501007     ,65-1007 Browne Ave,65-1005 Elm St,65-1006 Myrtle St,47,R,,,,,,,X,,X,,,X,Bidirectional,0.08,Northampton County,0.15,Northampton County,,,756532,1,1,48000,SC-1007E (Northampton County) - ADT 47,Hampton Roads,Hampton Roads,SC,2222297,,,140.955588550865
6743,150076,2021/01/01 05:00:00+00,I-64W,R-VA   IS00064WB,  IS00064W    ,I-64 WB Hampton Roads Beltway,"US 13, US 460 Military Hwy","I-264, I-664",81000,F,92.52096,0.48279,0.72801,1.23441,4.90885,0.12738,C,0.0839,A,0.5129,86000,F,Master Non-Prime,298.73,Norfolk Maintenance Area,300.38,Norfolk Maintenance Area,0.26512,0.38426,150076,1,1,4000000,I-64W - ADT 81000,Hampton Roads,Hampton Roads,IS,2145141,,,3237.28859702175
6746,785568,2017/07/26 04:00:00+00,SC-2027E (Accomack County),R-VA001SC02027EB,  0102027     ,01-2027 Woodsfield Dr,Dead End,"01-2026; 01-2028 Eastfield Dr",40,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.11,Accomack County,,,785568,1,1,48000,SC-2027E (Accomack County) - ADT 40,Hampton Roads,Hampton Roads,SC,1373405,,,228.37097867647
6766,779488,2016/04/26 04:00:00+00,SC-1235N (York County),R-VA099SC01235NB,  9901235     ,99-1235 Moss Ave,99-1240 Heritage Place,99-1239 Earl St,280,R,,,,,,,X,,X,,,X,Bidirectional,0.1,York County,0.19,York County,,,779488,1,1,24000,SC-1235N (York County) - ADT 280,Hampton Roads,Hampton Roads,SC,1940563,,,173.804670083671
6770,700657,2017/07/26 04:00:00+00,SC-1105E (Accomack County),R-VA001SC01105EB,  0101105     ,01-1105 Woodland Ave,01-1104 Ridge Ave,01-1107 Myrtle Ave,100,R,,,,,,,X,,X,,,X,Bidirectional,0.1,Accomack County,0.16,Accomack County,,,700657,1,1,48000,SC-1105E (Accomack County) - ADT 100,Hampton Roads,Hampton Roads,SC,1948343,,,137.973245567629
